"REF_DATE","GEO","DGUID","Products and product groups","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1992","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","86.4","","","","1"
"1993","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","87.8","","","","1"
"1994","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","86.8","","","","1"
"1995","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","88.4","","","","1"
"1996","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","89.9","","","","1"
"1997","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","91.2","","","","1"
"1998","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","91.4","","","","1"
"1999","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","93.1","","","","1"
"2000","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","96.0","","","","1"
"2001","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","98.4","","","","1"
"2002","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","100.0","","","","1"
"2003","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","101.9","","","","1"
"2004","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","103.4","","","","1"
"2005","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","105.8","","","","1"
"2006","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","107.1","","","","1"
"2007","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","108.0","","","","1"
"2008","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","109.4","","","","1"
"2009","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","107.6","","","","1"
"2010","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","109.2","","","","1"
"2011","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","112.9","","","","1"
"2012","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","114.0","","","","1"
"2013","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","114.6","","","","1"
"2014","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","116.5","","","","1"
"2015","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","116.8","","","","1"
"2016","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","117.9","","","","1"
"2017","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","118.9","","","","1"
"2018","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","121.1","","","","1"
"2019","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","122.7","","","","1"
"2020","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","122.5","","","","1"
"1982","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","50.7","","","","1"
"1983","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","53.9","","","","1"
"1984","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","56.0","","","","1"
"1985","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","58.2","","","","1"
"1986","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","61.2","","","","1"
"1987","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","64.1","","","","1"
"1988","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","67.1","","","","1"
"1989","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","70.9","","","","1"
"1990","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","74.9","","","","1"
"1991","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","79.6","","","","1"
"1992","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","81.4","","","","1"
"1993","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","83.1","","","","1"
"1994","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","84.5","","","","1"
"1995","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","86.7","","","","1"
"1996","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","88.0","","","","1"
"1997","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","89.5","","","","1"
"1998","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","91.1","","","","1"
"1999","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","92.6","","","","1"
"2000","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","94.8","","","","1"
"2001","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","97.1","","","","1"
"2002","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","100.0","","","","1"
"2003","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","103.6","","","","1"
"2004","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","105.9","","","","1"
"2005","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","108.2","","","","1"
"2006","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","111.1","","","","1"
"2007","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","114.8","","","","1"
"2008","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","118.7","","","","1"
"2009","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","121.2","","","","1"
"2010","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","123.7","","","","1"
"2011","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","126.7","","","","1"
"2012","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","129.3","","","","1"
"2013","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","131.0","","","","1"
"2014","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","133.7","","","","1"
"2015","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","136.4","","","","1"
"2016","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","138.9","","","","1"
"2017","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","142.0","","","","1"
"2018","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","145.8","","","","1"
"2019","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","149.2","","","","1"
"2020","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","151.3","","","","1"


